,date,title,feed_type,link,news,Predicted Sentiment,Sentiment Probability
318,2019-09-05,"Reliance targets more retail acquisitions abroad | Reliance seeks LNG cargo for October delivery: sources | D-Street Buzz: Auto stocks gain led by Tata Motors; Infosys at new high, ICICI Bank drags",news-article | news-article | news-article,https://in.reuters.com/article/reliance-retail-brands/reliance-targets-more-retail-acquisitions-abroad-idINKCN1VQ1QE?feedType=RSS&feedName=businessNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FINbusinessNews+%28News+%2F+IN+%2F+Business+News%29 | https://in.reuters.com/article/india-lng-imports/reliance-seeks-lng-cargo-for-october-delivery-sources-idINKCN1VQ15P?feedType=RSS&feedName=businessNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FINbusinessNews+%28News+%2F+IN+%2F+Business+News%29 | https://www.moneycontrol.com/news/business/markets/d-street-buzz-auto-stocks-gain-led-by-tata-motors-infosys-at-new-high-icici-bank-drags-4406221.html,"India's Reliance Industries Ltd is looking to buy fashion and child-focused... | India's Reliance Industries is seeking a liquefied natural gas (LNG) cargo ... | The most active stocks were Reliance Industries, HDFC Bank, ICICI Bank, YES Bank and HDFC.",neutral,0.7461127
319,2019-09-06,Reliance Industries and BP scouts for natural gas buyers | Mukesh Ambani targets more retail acquisitions abroad,news-article | news-article,https://economictimes.indiatimes.com/industry/energy/oil-gas/reliance-industries-and-bp-scouts-for-natural-gas-buyers/articleshow/71001982.cms | https://www.livemint.com/companies/people/mukesh-ambani-targets-more-retail-acquisitions-abroad-1567737770913.html,"CRISIL Risk and Infrastructure Solutions Ltd will manage the bidding process and evaluate the bids, which must be submitted electronically on October 10. | Under Mukesh Ambani, Reliance Industries is pivoting from an oil-led conglomerate into a more consumer-facing company.Reliance Brands already runs high-end stores in India with some 40 foreign partners",neutral,0.71868294
320,2019-09-08,"Six of top-10 firms shed ₹ 87,973.5 cr in m-cap; TCS, HDFC biggest drags",news-article,https://www.thehindubusinessline.com/markets/stock-markets/six-of-top-10-firms-shed-879735-cr-in-m-cap-tcs-hdfc-biggest-drags/article29366817.ece,"Six of the 10 most valued domestic firms suffered a combined erosion of ₹ 87,973.5 crore in market valuation last week, with TCS and HDFC taking the biggest hit.Reliance Industries Ltd (RIL), HUL, ITC",negative,0.96498346
321,2019-09-09,Stock pick of the week: Restructuring of Reliance Industries is good news,news-article,https://economictimes.indiatimes.com/wealth/invest/stock-pick-of-the-week-restructuring-of-reliance-industries-is-good-news/articleshow/71022454.cms,"The current restructuring exercise at Reliance Industries, including sale of stake to well-known buyers and halving of debts, have made the company a favourite of analysts.",positive,0.8277357
322,2019-09-12,"The National Company Law Appellate Tribunal (NCLAT) has impleaded the market regulator SEBI as a party in a petition filed by Reliance Industries Ltd, which is seeking a waiver in delisting procedure for Alok Industries",news-article,https://www.firstpost.com/business/nclat-impleads-sebi-as-a-party-in-plea-filed-by-ril-in-alok-industries-matter-7327791.html,"The National Company Law Appellate Tribunal (NCLAT) has impleaded the market regulator SEBI as a party in a petition filed by Reliance Industries Ltd, which is seeking a waiver in delisting procedure for Alok Industries",negative,0.9033807
323,2019-09-15,"Reliance, BP take over Niko’s 10% stake in KG-D6 block | Reliance Industries, BP take over Niko's 10% stake in KG-D6 block",news-article | news-article,https://www.thehindubusinessline.com/companies/reliance-bp-take-over-nikos-10-stake-in-kg-d6-block/article29424642.ece | https://www.business-standard.com/article/pti-stories/reliance-bp-take-over-niko-s-10-pc-stake-in-kg-d6-block-119091500175_1.html,Reliance Industries and UK’s BP Plc have taken over the 10 per cent shareholding of their partner Niko Resources in the eastern offshore KG-D6 block after the Canadian firm defaulted on paying for its | Reliance and BP split Niko's share in proportion to their existing shareholding in the block,neutral,0.65890574
324,2019-09-16,"Reliance Industries and UK's BP plc have taken over the 10 percent shareholding of their partner Niko Resources in the eastern offshore KG-D6 block after the Canadian firm defaulted on paying for its share of gas field development cost | Adani Group, Reliance Industries to lock horns for India's data centres",news-article | news-article,https://www.firstpost.com/business/reliance-industries-bp-take-over-nikos-10-stake-in-eastern-offshore-kg-d6-block-7346961.html | https://www.business-standard.com/article/companies/adani-group-reliance-industries-to-lock-horns-for-india-s-data-centres-119091600016_1.html,"Reliance Industries and UK's BP plc have taken over the 10 percent shareholding of their partner Niko Resources in the eastern offshore KG-D6 block after the Canadian firm defaulted on paying for its share of gas field development cost | So far, Adani has made initial moves in businesses like petrochemicals, natural gas and petroleum retailing where RIL is an established player",positive,0.5057879
325,2019-09-18,"Billionaire Mukesh Ambani has raised promoter stake in flagship Reliance Industries by 2.71 percent to 48.87 percent, according to a regulatory filing by the company | Top gainers in the Sensex pack in early trade included Bajaj Finance, Reliance Industries, SBI, Yes Bank, Axis Bank, Kotak Bank, Tata Steel, Vedanta and Asian Paints. | OMC stocks gain as crude oil price eases; BPCL, HPCL stocks spurt 2% | D-Street Buzz: Metal stocks shine led by Tata Steel, JSPL; ITC at 52-week low, Maruti most active | Mukesh Ambani ups stake in Reliance Industries by 2.71%; stock falls 1.12%",news-article | news-article | news-article | news-article | news-article,https://www.firstpost.com/business/mukesh-ambani-raises-stake-in-flagship-reliance-industries-by-2-71-to-48-87-7361941.html | https://www.firstpost.com/business/sensex-rebounds-over-200-points-driven-by-gains-in-energy-stocks-amid-fall-in-oil-prices-bajaj-finance-ril-among-top-gainers-7359741.html | https://www.indiainfoline.com/article/news-top-story/omc-stocks-gain-as-crude-oil-price-eases-bpcl-hpcl-stocks-spurt-2-119091800297_1.html | https://www.moneycontrol.com/news/business/markets/d-street-buzz-metal-stocks-shine-led-by-tata-steel-jspl-itc-at-52-week-low-maruti-most-active-4448801.html | https://www.business-standard.com/article/companies/mukesh-ambani-ups-stake-in-reliance-industries-by-2-71-stock-falls-1-12-119091800102_1.html,"Billionaire Mukesh Ambani has raised promoter stake in flagship Reliance Industries by 2.71 percent to 48.87 percent, according to a regulatory filing by the company | Top gainers in the Sensex pack in early trade included Bajaj Finance, Reliance Industries, SBI, Yes Bank, Axis Bank, Kotak Bank, Tata Steel, Vedanta and Asian Paints. | The BSE Oil & Gas index rose 0.80% at 13,337 led by BPCL, HPCL and Reliance Industries. | The most active stocks were Maruti Suzuki, YES Bank, HDFC, Reliance Industries and Tata Motors. | The additional stake was acquired by Reliance Services and Holdings (controlled by Petroleum Trust",positive,0.8822563
326,2019-09-19,Reliance Industries on Thursday clarified that promoter and chairman Mukesh Ambani has not acquired any new shares in the company and that his stake has not increased,news-article,https://www.firstpost.com/business/reliance-industries-says-mukesh-ambanis-shareholding-has-not-increased-in-company-7370201.html,Reliance Industries on Thursday clarified that promoter and chairman Mukesh Ambani has not acquired any new shares in the company and that his stake has not increased,neutral,0.9301177
327,2019-09-20,D-Street Buzz: FM's booster shot propels autos & banking index 4-5%; HUL hits new 52-week high,news-article,https://www.moneycontrol.com/news/business/markets/d-street-buzz-fms-booster-shot-propels-autos-hul-hits-new-52-week-high-4457281.html,"The most active stocks were YES Bank, Zee Entertainment, HDFC Bank, Maruti Suzuki and Reliance Industries.",neutral,0.9219761
328,2019-09-23,"Opinion | How Oyo, Reliance Industries are breaking 'Circle of Competence'",news-article,https://www.livemint.com/opinion/columns/opinion-how-oyo-reliance-industries-are-breaking-circle-of-competence-1569170550189.html,"Firms move into new businesses, especially if the core business is unable to deliver growth",negative,0.48762608
329,2019-09-24,"D-Street Buzz: Over 100 stocks hit 52-week low on BSE; SBI, L&T shed 2-3%, RIL most active | Shares of Reliance Industries surged over 3 percent on Tuesday after global brokerage firm Morgan Stanley said lower taxes and cheaper gas feed costs should de-risk outlook and boost earnings | D-Street Buzz: Bank Nifty underperforms dragged by Kotak Bank, HDFC Bank; Zee Ent spikes 5% | Reliance Industries likely to go on a spending spree after becoming debt-free",news-article | news-article | news-article | news-article,https://www.moneycontrol.com/news/business/markets/d-street-buzz-over-100-stocks-hit-52-week-low-on-bse-sbi-lt-shed-2-3-ril-most-active-4469221.html | https://www.firstpost.com/business/ril-shares-up-over-3-after-morgan-stanley-report-market-cap-rises-by-rs-25305-cr-7395091.html | https://www.moneycontrol.com/news/business/markets/d-street-buzz-bank-nifty-underperforms-dragged-by-kotak-bank-hdfc-bank-zee-ent-spikes-5-4468461.html | https://www.livemint.com/companies/news/ril-likely-to-go-on-a-spending-spree-after-becoming-debt-free-1569261078670.html,"The most active stocks were Reliance Industries, Maruti Suzuki, Zee Entertainment, HDFC Bank and BPCL. | Shares of Reliance Industries surged over 3 percent on Tuesday after global brokerage firm Morgan Stanley said lower taxes and cheaper gas feed costs should de-risk outlook and boost earnings | The top Nifty50 gainers include Zee Entertainment, Reliance Industries, Infosys, Tech Mahindra and Tata Motors while the top losers are Eicher Motors, GAIL India, JSW Steel, Larsen & Toubro and Indian Oil Corporation. | Reliance may upgrade its chemicals business once it repays its  ₹1.54 trillion of outstanding debt.Petrochemicals accounted for 44% of RIL’s operating profit in the June quarter, up from 40% in the year earlier",positive,0.95387334
330,2019-09-25,"Mukesh Ambani tops the IIFL Wealth-Hurun India Rich List, brother Anil figures nowhere | Shares of billionaire Mukesh Ambani-led Reliance Industries surged on Tuesday morning after global firm Morgan Stanley raised earnings forecast.,Shares of billionaire Mukesh Ambani-led Reliance Industries surged on Tuesday morning after global firm Morgan Stanley raised earnings forecast. | The m-cap of Reliance Industries Ltd (RIL) climbed Rs 18,288.37 crore to Rs 7,95,179.62 crore and that of Kotak Mahindra Bank advanced Rs 10,494.42 crore to Rs 2,93,824.83 crore.
,The m-cap of Reliance Industries Ltd (RIL) climbed Rs 18,288.37 crore to Rs 7,95,179.62 crore and that of Kotak Mahindra Bank advanced Rs 10,494.42 crore to Rs 2,93,824.83 crore.
",news-article | news-article | news-article,https://www.aninews.in/news/business/mukesh-ambani-tops-the-iifl-wealth-hurun-india-rich-list-brother-anil-figures-nowhere20190925165453/ | https://www.financialexpress.com/market/reliance-industries-share-price-surges-5-after-morgan-stanley-ups-earnings-forecast/1715647/ | https://www.financialexpress.com/market/six-of-top-10-companies-add-rs-1-15-lakh-crore-in-m-cap-hdfc-bank-hul-sparkle/1713714/,"Mumbai (Maharashtra) [India], Sep 25 (ANI): With a net worth of Rs 3.8 lakh crore, Reliance Industries Chairman Mukesh Ambani is India's richest man for the eighth consecutive year as mentioned in the IIFL Wealth-Hurun India Rich List 2019. | Shares of billionaire Mukesh Ambani-led Reliance Industries surged on Tuesday morning after global firm Morgan Stanley raised earnings forecast.,Shares of billionaire Mukesh Ambani-led Reliance Industries surged on Tuesday morning after global firm Morgan Stanley raised earnings forecast. | The m-cap of Reliance Industries Ltd (RIL) climbed Rs 18,288.37 crore to Rs 7,95,179.62 crore and that of Kotak Mahindra Bank advanced Rs 10,494.42 crore to Rs 2,93,824.83 crore.
,The m-cap of Reliance Industries Ltd (RIL) climbed Rs 18,288.37 crore to Rs 7,95,179.62 crore and that of Kotak Mahindra Bank advanced Rs 10,494.42 crore to Rs 2,93,824.83 crore.
",positive,0.9222452
331,2019-09-26,Reliance Industries set to gather steam in H2 on improving outlook,news-article,https://www.business-standard.com/article/markets/reliance-industries-set-to-gather-steam-in-h2-on-improving-outlook-119092600011_1.html,"While the corporation tax cut will benefit RIL, it is the improving growth outlook that is driving the stock",positive,0.9436893
