date,news,Predicted Sentiment,Sentiment Probability,aspect_labelling
2021-02-22,"Apollo Hospitals, Honeywell Automation and Adani Total Gas may see buying due to their entry in FTSE All world index; MSCI rebalancing expected to take place Friday, could spur inflows of over $250 mn | Mindtree, Varun Beverages, Hindustan Aeronautics, Adani Gas, Honeywell Automation and Astral Poly Technik, and Apollo Hospitals are likely to get $20 million to $80 million worth of flows, said Abhilash Pagaria of Edelweiss Alternative Research.",positive,0.91861033,"[[('Apollo Hospitals', 'companies', 'neutral', 0.7913462519645691)], [('index', 'stock_market', 'neutral', 0.912713348865509), ('Apollo Hospitals', 'companies', 'neutral', 0.9487822651863098)]]"
2021-02-23,"Adani Enterprises, Apollo Hospitals Enterprise, GAIL, Jubilant Foodworks, MRF, Vedanta and Yes Bank will be added to Nifty Next 50 from March 31. | ​​Adani Enterprises, Apollo Hospitals Enterprise, GAIL, Jubilant FoodWorks, MRF, Vedanta and YES Bank will be included in the Nifty Next 50 with effect from the same date.",neutral,0.95217615,"[[('nifty', 'stock_market', 'neutral', 0.9331284165382385), ('Apollo Hospitals', 'companies', 'neutral', 0.8998164534568787)], [('nifty', 'stock_market', 'neutral', 0.9468942284584045), ('Apollo Hospitals', 'companies', 'neutral', 0.8998164534568787)]]"
2021-02-25,"Dr Aabha Nagral, Consultant, Hepatology (Adult & Paediatrics), Apollo Hospitals Navi Mumbai said, “Liver transplantation on COVID-19 patients poses major challenges not only to the patient and her family, but the entire systems and medical teams in the hospital | “We have adequate vaccines and that is exactly why the government has opened this up to accelerate the pace of delivery of vaccine,” said Sangita Reddy, Joint MD, Apollo Hospitals Group | Sudarshan Sukhani of s2analytics.com recommends buying Larsen & Toubro with a stop loss of Rs 1,500, target at Rs 1,560 and Apollo Hospitals with a stop loss of Rs 3,020, target at Rs 3,110.",neutral,0.7731497,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9161756634712219)], [('Apollo Hospitals', 'companies', 'neutral', 0.8589240908622742)], [('Apollo Hospitals', 'companies', 'neutral', 0.9011113047599792)]]"
2021-03-02,"Apollo Hospitals, Wockhardt, PI Industries, Nippon Life AMC, Rallis India, KEC International and Fortis Healthcare are some of the other names that looked strong on the MACD indicator.",positive,0.4930319,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9487894177436829)]]"
2021-03-05,"Mitessh Thakkar of mitesshthakkar.com suggests buying Apollo Hospitals with a stop loss of Rs 3,066, target at Rs 2,970 and ICICI Prudential with a stop loss of Rs 485, target at Rs 510.",neutral,0.8545133,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8450057506561279)]]"
2021-03-08,"G Srinivas Rao, Director of Public Health, Telangana, was admitted to Apollo Hospitals, Jubilee Hills, for a cardiac evaluation on Monday morning.“His condition is stable and he is undergoing investig | Actor Radhika Sarathkumar flagged off two buses that would be used for cancer screening programmes",negative,0.4662721,"[[('Apollo Hospitals', 'companies', 'negative', 0.6270831823348999)], []]"
2021-03-10,"A 103-year-old woman received her first dose of the Covid-19 vaccine in Bengaluru on Tuesday. With this, J Kameshwari became the oldest woman in India to have received the COVID19 vaccine as per available data, said Apollo Hospitals, Bannerghatta Road. The nationwide Covid-19 vaccination c…",neutral,0.76653373,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9364373087882996)]]"
2021-03-11,Covid-19 vaccines are being administered at more than 60 Apollo vaccination centres across the country to those eligible over the age of 60 and those over 45 years of age with co-morbidities. | The company said that it’s geared up to administer up to 1 mn Covid vaccines a day,neutral,0.6682109,"[[], []]"
2021-03-13,"Preetha has jointly won the ET Businesswoman of the Year Award 2020 with her sister, Suneeta, who is the managing director of Apollo Hospitals. “This award only reinforces our belief that our purpose of touching lives is our North Star and drives home the responsibility for the road that lies ahead,…",positive,0.78075665,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9433109760284424)]]"
2021-03-15,"Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 41408.52 Crore) operating in Hospitals & Allied Services sector.",neutral,0.9154938,"[[('Apollo Hospitals', 'companies', 'neutral', 0.949817955493927)]]"
2021-03-16,"The minimally invasive method used in MitraClip therapy allows repair of a leaking mitral valve without open-heart surgery, Apollo Hospitals said.",neutral,0.64203113,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8628881573677063)]]"
2021-03-19,"Edelweiss expects stocks like Apollo Hospitals, Honeywell Automation and Adani Gas to see inflows.",positive,0.9138911,"[[('stocks', 'stock_market', 'neutral', 0.914545476436615), ('Apollo Hospitals', 'companies', 'neutral', 0.6781248450279236)]]"
2021-03-20,"“This award is a recognition of the fact that when we work towards common purpose we always win”, said Suneeta Reddy of Apollo Hospitals while Preetha Reddy said “India is poised to heal the world”. Both were accepting the Business Women of the Year award.",positive,0.7596708,"[[('Apollo Hospitals', 'companies', 'neutral', 0.521308958530426)]]"
2021-03-22,"On the technical charts, the 200-day moving average of the stock stood at Rs 2134.84.",neutral,0.85426015,[[]]
2021-03-26,"Harsh C Mariwala, Chairman of Marico was named the EY Entrepreneur of the Year 2020. Meanwhile, it was Dr. Prathap Chandra Reddy, Founder and Executive Chairman, Apollo Hospitals Enterprise Ltd. was felicitated with the Lifetime Achievement Award.Mariwala will now represent India at the EY…",neutral,0.75854737,"[[('Apollo Hospitals', 'companies', 'positive', 0.6263836622238159)]]"
2021-04-01,"A total of 14,909 shares changed hands on the counter till 02:08PM (IST)",neutral,0.9147286,"[[('shares', 'stock_market', 'neutral', 0.9148047566413879)]]"
2021-04-05,"A total of 9,694 shares changed hands on the counter till 10:00AM (IST).",neutral,0.9162236,"[[('shares', 'stock_market', 'neutral', 0.9183868765830994)]]"
2021-04-06,"Promoters held 30.82 per cent stake in the company as of 31-Dec-2020, while FII and DII ownership stood at 51.7 per cent and 7.34 per cent, respectively.",neutral,0.95420706,"[[('stake', 'stock_market', 'neutral', 0.9483336806297302), ('ownership', 'stock_market', 'neutral', 0.9514563083648682)]]"
2021-04-07,"The contribution of Non-Communicable Diseases (NCDs) as top causes of death in India has risen to a staggering 64.9 per cent, according to a study released by the Apollo Hospitals Group.In contrast, d | On the occasion of World Health Day on Wednesday, April 7th, the Apollo Hospitals Group, unveiled findings of a report on the ‘Health of the Nation’ which has looked at the trends over the last two decades.",positive,0.88019365,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8663592338562012)], [('Apollo Hospitals', 'companies', 'neutral', 0.9357605576515198)]]"
2021-04-08,Apollo Hospitals releases report to mark the World Health Day,neutral,0.9197851,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9197850823402405)]]"
2021-04-16,"Apollo Hospitals Enterprise rose 1.46% to Rs 3,034.45 after Sands Capital Management acquired 27,97,377 equity shares, or 2.0107% equity, in the hospital chain through the open market on 7 August 2020. | The Prime Minister of India has announced the ‘Tika Utsav’ initiative With an aim to scale up the vaccination coverage amongst eligible people, (11th - 14th April, 2021) and has urged all of us to take part. To add strength to PM’s ‘Tika Utsav’ ambitious operation, Apollo Hospitals, Chennai has i…",positive,0.8975301,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8212729096412659)], [('equity', 'stock_market', 'neutral', 0.9229547381401062), ('shares', 'stock_market', 'neutral', 0.9285988211631775), ('Apollo Hospitals', 'companies', 'positive', 0.9505390524864197)]]"
2021-04-20,"Allowing all above 18 years to vaccinate is a big move and will help accelerate herd immunity, says Sangeeta Reddy, Joint MD, Apollo Hospitals Group. | Allowing all above 18 years to vaccinate is a big move and will help accelerate herd immunity, says Sangeeta Reddy, Joint MD, Apollo Hospitals Group.",positive,0.8630581,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8685693740844727)]]"
2021-04-22,"Apollo Hospitals Group Joint Managing Director Sangita Reddy, which has hospitals in the national capital as well as adjoining Noida, tweeted on Thursday morning about an oxygen tanker being stopped by Haryana police from entering a refilling plant at Panipat. | Apollo Hospitals Group Joint Managing Director Sangita Reddy, which has hospitals in the national capital as well as adjoining Noida, tweeted on Thursday morning about an oxygen tanker being stopped by Haryana police from entering a refilling plant at Panipat | Hours after Apollo Hospitals Joint Managing Director, Dr Sangita Reddy, raised her concern over oxygen supply in Delhi, Chief Minister Arvind Kejriwal on Thursday sought the support of his Haryana counterpart Manohar Lal Khattar in facilitating the transport of oxygen trucks from Haryana to Delhi. | The Joint Director of Apollo Hospitals and former FICCI chairperson Dr. Sangita Reddy sought urgent help from Prime Minister Narendra Modi, Defence Minister Rajnath Singh, Commerce and Industry Minister Piyush Goyal, to name a few | The share price of JB Chemical and Pharmaceuticals was up over 4 percent, hitting new 52-week high on BSE followed by Morepen Labs, Panacea Biotec, Vivimed Labs, Neuland Labs, Laurus Labs, Cadila Healthcare and Apollo Hospitals. | Stocks like Apollo Hospitals rose over 4 percent, Cadila Healthcare rallied over 5 percent, and Max Healthcare witnessed profit booking after hitting a fresh 52-week high on Tuesday.",positive,0.8629191,"[[('rallied', 'stock_market', 'positive', 0.9154112339019775), ('stocks', 'stock_market', 'positive', 0.8688377737998962), ('Apollo Hospitals', 'companies', 'positive', 0.8521130084991455)], [('Apollo Hospitals', 'companies', 'neutral', 0.9441259503364563)], [('Apollo Hospitals', 'companies', 'neutral', 0.9498131275177002)], [('Apollo Hospitals', 'companies', 'neutral', 0.936587393283844)], [('Apollo Hospitals', 'companies', 'neutral', 0.9441259503364563)], [('Apollo Hospitals', 'companies', 'neutral', 0.9029351472854614)]]"
2021-04-23,"Apollo Hospitals Joint Managing Director Sangita Reddy was responding to a tweet from rival Max Healthcare which said that Max Smart Hospital and Max Hospital Saket were left with less than one hour’s oxygen supplies. | After completing acquisition from Gleneagles Development, AGHL has now become a 100% wholly-owned subsidiary of the company effective from April 22, 2021. | MACD plotted on the weekly timeframe can be seen forming a bearish crossover and is moving towards the zero line, indicating the strong bullish trend has halted for the time being.",negative,0.89029473,"[[('bullish', 'stock_market', 'negative', 0.9094170928001404), ('bearish', 'stock_market', 'negative', 0.5320526361465454)], [('Apollo Hospitals', 'companies', 'neutral', 0.85706627368927)], []]"
2021-04-30,"Coronavirus Daily Cases and Deaths in India, Covid-19 India Lockdown, May 1 Phase 3 vaccine drive, CoWIN Covid-19 Vaccination Registration, April 30 Highlights: PM Modi to hold crucial meeting with ministers today on Covid-19 crisis; India reports highest single-day spike of 3,86,452 cases; 10 state… | The Apollo Hospitals Group has said that they have made arrangements to procure vaccines directly from the manufacturers. | Apollo Hospitals Group on Friday announced that it will begin vaccinations for the 18-44 age group from May 1. | Apollo Hospitals will be among the first among Indian private hospitals to begin COVID immunisation in the third phase of the COVID-19 vaccination drive after the Centre opened up vaccination for all citizens above the age of 18, it said. | Vaccines available at limited Apollo hospitals for >18 from May 1. Pre-Registration mandatory on Cowin app. | Apart from Fortis, Apollo Hospitals will also begin the third phase of the inoculation drive after the Centre opened up vaccination for all adults. | The Apollo Hospitals Group will begin anti-coronavirus vaccination for individuals in the 18-44 age group in certain centres in the country from May 1, according to a statement on Friday. | Apollo Hospitals will be among the first among Indian private hospitals to begin COVID immunisation in the third phase of the COVID-19 vaccination",neutral,0.88759416,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9479691982269287)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.7427404522895813)], [('Apollo Hospitals', 'companies', 'neutral', 0.6387648582458496)], [('Apollo Hospitals', 'companies', 'neutral', 0.9495975375175476)], [('Apollo Hospitals', 'companies', 'neutral', 0.6387648582458496)], [('Apollo Hospitals', 'companies', 'neutral', 0.8903385996818542)], [('Apollo Hospitals', 'companies', 'neutral', 0.6908393502235413)]]"
